 137.3074575, -0.205591
 131.78774972,  1.82024105
 138.64459269,  2.45463165
 140.36302755, -0.13835475
 138.5994464,  2.47352007
 136.04436296,  4.32362845
 135.4667917,  3.04566384
 135.27789806,  1.79721685
 136.2459916,  0.64561941
 132.23919174,  2.12189583
 140.33796828,  3.28702462
 140.32421742, -0.23707475
 137.98971328,  2.24364157
 134.45901693,  0.72130668
 139.0727193, -0.38636472
 134.66675926,  0.3547845
 133.14645878,  0.10946906
 138.33438625,  3.47634602
 130.49026791,  1.39356729
 140.04367586,  2.66420897
 140.03875182,  3.8555733
 136.12319762,  4.07589893
 140.55742889, -0.2368454
 133.80410034,  1.07402689
 139.242847,  4.14850079
 130.43448076,  2.00606761
 133.12007108,  1.0619387
 137.85837816, -0.75285259
 138.85778236, -0.11511345
 140.39775418, -0.24151848
 132.34113235,  2.11594137
 139.22991745,  1.02037077
 132.54206841,  1.95784299
 132.38037115,  0.29892574
 135.27989802,  2.47022388
 139.79229495, -0.82401773
 137.69918292,  0.46187269
 137.01381691,  2.01226123
 135.83156561,  1.06819475
 138.65343876,  0.32433153
 135.40427197,  2.74143512
 140.34141869,  3.33628082
 129.05488115, -0.06924438
 135.71212229,  2.40440791
 129.97359509,  2.07099677
 128.76683592,  1.13158653
 132.05008302,  2.03113819
 135.52106577, -0.82576496
 131.11331524, -0.18310456
 132.92942642,  1.81889762
 140.34819578,  2.18294773
 130.4298995,  0.26376979
 135.84796961,  3.12567223
 138.35136161,  3.47276899
 137.59912219,  3.92900879
 133.26649243,  1.17738419
 140.47531595,  0.48211867
 135.70791615,  0.7613078
 134.47799464,  0.99822998
 134.82018621,  1.38096581
 135.11049826,  2.95425217
 138.04725116,  1.77049889
 130.74438971, -0.13522182
 137.91169057,  2.60710994
 137.95854198,  0.54252608
 138.95112439,  4.32313515
 138.28700986,  0.24894597
 129.64417275,  2.11091496
 130.23962626,  1.76629863
 137.71238285, -0.88294779
 139.25160736, -0.19278815
 137.14730315,  4.31580086
 138.12953331, -0.94712599
 136.44418774, -0.13744526
 129.58703082,  1.9220403
 136.40794852,  4.51731776
 137.11421428,  2.13765095
 130.82378725,  0.83361239
 136.36249867,  4.14472365
 138.20975811,  3.15459346
 132.64151583,  2.03696963
 136.18334266, -0.27322747
 138.1337315,  1.73570838
 134.26506227,  0.23653556
 130.70950892,  1.86068851
 134.09426832,  0.2237659
 138.72657881,  1.73792848
 136.75481619,  1.9803446
 135.81068765,  3.8354258
 138.65502958,  0.32831936
 130.21003401,  1.69102761
 139.12026785,  1.30860557
 133.81952559,  1.59374849
 138.72791816, -0.74380243
 137.91864801, -1.13960987
 138.10897259,  1.91637001
 136.22773104, -0.07381888
 135.30729328,  2.45416495
 140.48251604,  2.51802246
 139.31822102,  2.84414358
 132.15819319,  0.13544093
 138.33452496,  0.89525477
 140.07202754, -0.78281503
 130.5139001,  1.01902824
 139.5339881,  4.42390601
 135.68291426,  0.63602713
 136.85825283, -0.00916599
 129.42962017,  0.72158418
 138.95558619,  2.8417715
 134.25745608,  0.75390017
 134.62578241, -0.19304421
 139.76917435,  3.61073536
 137.94586833,  2.59097149
 136.90720817,  4.12019734
 138.98070998,  4.56769132
 136.26110275,  3.17521479
 136.0650194,  0.61454451
 137.70438188,  1.68053876
 137.91583213,  2.23840724
 130.6097763,  1.72813505
 139.25755688,  4.23239357
 139.10699678,  1.38765885
 138.91647476, -0.14290423
 132.77136199,  0.5476553
 130.0055695,  1.10112073
 132.27142649,  2.24488134
 137.16110659,  1.11008334
 129.83622385,  1.86884124
 130.36703402,  1.81078097
 132.96514298,  0.26949722
 132.85524852,  1.77706761
 131.77595216, -0.02510907
 134.22730899, -0.26015982
 136.89978975,  4.10185274
 136.11024679,  3.2109534
 136.65749585,  3.20525528
 140.66315218,  2.4204705
 133.12014419,  1.03853265
 133.25635755,  1.97258442
